交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
100,空头进场,2022-08-31 23:02,①挂空,1709.72,1,1709.72,-1.38,-0.08,0.07,0.00,-1.52,-0.09,47.34,0.47
101,空头出场,2022-09-01 12:02,✅移动止盈,1704.02,1,1702.28,-1.74,-0.10,1.64,0.10,-1.87,-0.11,45.6,0.46
101,空头进场,2022-09-01 11:02,①挂空,1702.28,1,1702.28,-1.74,-0.10,1.64,0.10,-1.87,-0.11,45.6,0.46
102,空头出场,2022-09-01 14:02,✅移动止盈,1701.44,1,1702.28,0.84,0.05,2.32,0.14,0,0.00,46.44,0.46
102,空头进场,2022-09-01 13:02,①挂空,1702.28,1,1702.28,0.84,0.05,2.32,0.14,0,0.00,46.44,0.46
103,多头出场,2022-09-06 07:02,✅移动止盈,1715.09,1,1708.73,6.36,0.37,18.03,1.06,-2.53,-0.15,52.8,0.53
103,多头进场,2022-09-02 15:02,①挂多,1708.73,1,1708.73,6.36,0.37,18.03,1.06,-2.53,-0.15,52.8,0.53
104,空头出场,2022-09-06 11:02,✅移动止盈,1715.52,1,1715.04,-0.48,-0.03,1.38,0.08,-0.48,-0.03,52.32,0.52
104,空头进场,2022-09-06 10:02,①挂空,1715.04,1,1715.04,-0.48,-0.03,1.38,0.08,-0.48,-0.03,52.32,0.52
105,空头出场,2022-09-07 07:02,✅移动止盈,1692.72,1,1692.61,-0.11,-0.01,0.15,0.01,-0.11,-0.01,52.21,0.52
105,空头进场,2022-09-07 06:02,①挂空,1692.61,1,1692.61,-0.11,-0.01,0.15,0.01,-0.11,-0.01,52.21,0.52
106,多头出场,2022-09-08 15:02,✅移动止盈,1722.01,1,1703.92,18.09,1.06,24.28,1.42,-6.84,-0.40,70.3,0.70
106,多头进场,2022-09-07 11:02,①挂多,1703.92,1,1703.92,18.09,1.06,24.28,1.42,-6.84,-0.40,70.3,0.70
107,多头出场,2022-09-15 16:02,❌止损,1682.08,1,1728.2,-46.12,-2.67,6.93,0.40,-46.12,-2.67,24.18,0.24
107,多头进场,2022-09-09 10:02,①挂多,1728.2,1,1728.2,-46.12,-2.67,6.93,0.40,-46.12,-2.67,24.18,0.24
108,空头出场,2022-09-16 10:02,✅移动止盈,1660.96,1,1660.38,-0.58,-0.03,0.83,0.05,-0.58,-0.03,23.6,0.24
108,空头进场,2022-09-16 09:02,①挂空,1660.38,1,1660.38,-0.58,-0.03,0.83,0.05,-0.58,-0.03,23.6,0.24
109,多头出场,2022-09-16 20:02,✅移动止盈,1672.21,1,1667.84,4.37,0.26,12.48,0.75,0,0.00,27.97,0.28
109,多头进场,2022-09-16 17:02,①挂多,1667.84,1,1667.84,4.37,0.26,12.48,0.75,0,0.00,27.97,0.28
110,多头出场,2022-09-20 07:02,✅移动止盈,1672.98,1,1669.76,3.22,0.19,9.68,0.58,-0.84,-0.05,31.19,0.31
110,多头进场,2022-09-19 17:02,①挂多,1669.76,1,1669.76,3.22,0.19,9.68,0.58,-0.84,-0.05,31.19,0.31
111,空头出场,2022-09-20 12:02,✅移动止盈,1669.4,1,1670.31,0.91,0.05,2.24,0.13,0,0.00,32.1,0.32
111,空头进场,2022-09-20 11:02,①挂空,1670.31,1,1670.31,0.91,0.05,2.24,0.13,0,0.00,32.1,0.32
112,多头出场,2022-09-21 22:02,✅移动止盈,1680.99,1,1675.91,5.08,0.30,12.15,0.72,-21.95,-1.31,37.18,0.37
112,多头进场,2022-09-21 09:02,①挂多,1675.91,1,1675.91,5.08,0.30,12.15,0.72,-21.95,-1.31,37.18,0.37
113,多头出场,2022-09-22 12:02,✅移动止盈,1669.3,1,1664.87,4.43,0.27,13.31,0.80,0,0.00,41.61,0.42
113,多头进场,2022-09-22 11:02,①挂多,1664.87,1,1664.87,4.43,0.27,13.31,0.80,0,0.00,41.61,0.42
114,多头出场,2022-09-23 13:02,❌止损,1649.03,1,1678.18,-29.15,-1.74,6.72,0.40,-29.15,-1.74,12.46,0.12
114,多头进场,2022-09-22 15:02,①挂多,1678.18,1,1678.18,-29.15,-1.74,6.72,0.40,-29.15,-1.74,12.46,0.12
115,空头出场,2022-09-23 23:02,✅移动止盈,1643.8,1,1641.38,-2.42,-0.15,0.02,0.00,-3.75,-0.23,10.04,0.10
115,空头进场,2022-09-23 22:02,①挂空,1641.38,1,1641.38,-2.42,-0.15,0.02,0.00,-3.75,-0.23,10.04,0.10
116,多头出场,2022-09-28 09:02,❌止损,1620.38,1,1645.78,-25.4,-1.54,4.04,0.25,-25.4,-1.54,-15.36,-0.15
116,多头进场,2022-09-26 10:02,①挂多,1645.78,1,1645.78,-25.4,-1.54,4.04,0.25,-25.4,-1.54,-15.36,-0.15
117,多头出场,2022-10-04 05:02,✅移动止盈,1695.3,1,1674.33,20.97,1.25,28.25,1.69,-14.65,-0.87,5.61,0.06
117,多头进场,2022-09-30 17:02,①挂多,1674.33,1,1674.33,20.97,1.25,28.25,1.69,-14.65,-0.87,5.61,0.06
118,空头出场,2022-10-05 18:02,✅移动止盈,1707.89,1,1700.53,-7.36,-0.43,0.01,0.00,-10.73,-0.63,-1.75,-0.02
118,空头进场,2022-10-05 17:02,①挂空,1700.53,1,1700.53,-7.36,-0.43,0.01,0.00,-10.73,-0.63,-1.75,-0.02
119,空头出场,2022-10-10 07:02,✅移动止盈,1688.81,1,1690.68,1.87,0.11,3.48,0.21,0,0.00,0.12,0.00
119,空头进场,2022-10-10 06:02,①挂空,1690.68,1,1690.68,1.87,0.11,3.48,0.21,0,0.00,0.12,0.00
120,空头出场,2022-10-11 06:02,✅移动止盈,1665.79,1,1665.7,-0.09,-0.01,4.3,0.26,-0.09,-0.01,0.03,0.00
120,空头进场,2022-10-11 05:02,①挂空,1665.7,1,1665.7,-0.09,-0.01,4.3,0.26,-0.09,-0.01,0.03,0.00
121,空头出场,2022-10-11 14:02,✅移动止盈,1667.58,1,1661.4,-6.18,-0.37,0.38,0.02,-6.4,-0.39,-6.15,-0.06
121,空头进场,2022-10-11 13:02,①挂空,1661.4,1,1661.4,-6.18,-0.37,0.38,0.02,-6.4,-0.39,-6.15,-0.06
122,多头出场,2022-10-11 20:02,✅移动止盈,1677.53,1,1673.62,3.91,0.23,10.36,0.62,0,0.00,-2.24,-0.02
122,多头进场,2022-10-11 18:02,①挂多,1673.62,1,1673.62,3.91,0.23,10.36,0.62,0,0.00,-2.24,-0.02
123,多头出场,2022-10-13 15:02,✅移动止盈,1677.96,1,1675.43,2.53,0.15,7,0.42,-8.38,-0.50,0.29,0.00
123,多头进场,2022-10-12 21:02,①挂多,1675.43,1,1675.43,2.53,0.15,7,0.42,-8.38,-0.50,0.29,0.00
124,空头出场,2022-10-19 10:02,✅移动止盈,1639.97,1,1642.45,2.48,0.15,2.99,0.18,0,0.00,2.77,0.03
124,空头进场,2022-10-19 09:02,①挂空,1642.45,1,1642.45,2.48,0.15,2.99,0.18,0,0.00,2.77,0.03
125,空头出场,2022-10-19 12:02,✅移动止盈,1640.52,1,1642.45,1.93,0.12,3.25,0.20,0,0.00,4.7,0.05
125,空头进场,2022-10-19 11:02,①挂空,1642.45,1,1642.45,1.93,0.12,3.25,0.20,0,0.00,4.7,0.05
126,空头出场,2022-10-19 21:02,✅移动止盈,1628.14,1,1629.47,1.33,0.08,1.55,0.10,-0.91,-0.06,6.03,0.06
126,空头进场,2022-10-19 20:02,①挂空,1629.47,1,1629.47,1.33,0.08,1.55,0.10,-0.91,-0.06,6.03,0.06
127,多头出场,2022-10-20 19:02,✅移动止盈,1638.24,1,1635.08,3.16,0.19,10.54,0.64,-4.65,-0.28,9.19,0.09
127,多头进场,2022-10-20 12:02,①挂多,1635.08,1,1635.08,3.16,0.19,10.54,0.64,-4.65,-0.28,9.19,0.09
128,多头出场,2022-10-21 17:02,✅移动止盈,1635.39,1,1628.32,7.07,0.43,16.42,1.01,0,0.00,16.26,0.16
128,多头进场,2022-10-21 15:02,①挂多,1628.32,1,1628.32,7.07,0.43,16.42,1.01,0,0.00,16.26,0.16
129,空头出场,2022-10-27 16:02,✅移动止盈,1658.32,1,1655.18,-3.14,-0.19,0.25,0.02,-3.16,-0.19,13.12,0.13
129,空头进场,2022-10-27 15:02,①挂空,1655.18,1,1655.18,-3.14,-0.19,0.25,0.02,-3.16,-0.19,13.12,0.13
130,空头出场,2022-10-28 19:02,✅移动止盈,1640.16,1,1640.23,0.07,0.00,2.21,0.13,-0.01,0.00,13.19,0.13
130,空头进场,2022-10-28 18:02,①挂空,1640.23,1,1640.23,0.07,0.00,2.21,0.13,-0.01,0.00,13.19,0.13
131,多头出场,2022-11-01 09:02,✅移动止盈,1644.11,1,1642.07,2.04,0.12,7.83,0.48,-11.19,-0.68,15.23,0.15
131,多头进场,2022-10-31 16:02,①挂多,1642.07,1,1642.07,2.04,0.12,7.83,0.48,-11.19,-0.68,15.23,0.15
132,空头出场,2022-11-01 18:02,✅移动止盈,1645.22,1,1645.19,-0.03,0.00,2.41,0.15,-1.33,-0.08,15.2,0.15
132,空头进场,2022-11-01 17:02,①挂空,1645.19,1,1645.19,-0.03,0.00,2.41,0.15,-1.33,-0.08,15.2,0.15
133,空头出场,2022-11-01 20:02,✅移动止盈,1650.1,1,1645.58,-4.52,-0.27,0.65,0.04,-4.58,-0.28,10.68,0.11
133,空头进场,2022-11-01 19:02,①挂空,1645.58,1,1645.58,-4.52,-0.27,0.65,0.04,-4.58,-0.28,10.68,0.11
134,多头出场,2022-11-02 21:02,✅移动止盈,1649.08,1,1657.03,-7.95,-0.48,12.46,0.75,-12.31,-0.74,2.73,0.03
134,多头进场,2022-11-02 14:02,①挂多,1657.03,1,1657.03,-7.95,-0.48,12.46,0.75,-12.31,-0.74,2.73,0.03
135,多头出场,2022-11-04 12:02,✅移动止盈,1645.55,1,1631.54,14.01,0.86,20.96,1.28,-2.78,-0.17,16.74,0.17
135,多头进场,2022-11-03 20:02,①挂多,1631.54,1,1631.54,14.01,0.86,20.96,1.28,-2.78,-0.17,16.74,0.17
136,多头出场,2022-11-09 20:02,✅移动止盈,1705.77,1,1675.43,30.34,1.81,46.91,2.80,-10.69,-0.64,47.08,0.47
136,多头进场,2022-11-04 20:02,①挂多,1675.43,1,1675.43,30.34,1.81,46.91,2.80,-10.69,-0.64,47.08,0.47
137,多头出场,2022-11-15 16:02,✅移动止盈,1777.34,1,1766.6,10.74,0.61,19.91,1.13,-13.33,-0.75,57.82,0.58
137,多头进场,2022-11-11 20:02,①挂多,1766.6,1,1766.6,10.74,0.61,19.91,1.13,-13.33,-0.75,57.82,0.58
138,空头出场,2022-11-15 20:02,✅移动止盈,1771.84,1,1768.27,-3.57,-0.20,0.22,0.01,-4.82,-0.27,54.25,0.54
138,空头进场,2022-11-15 19:02,①挂空,1768.27,1,1768.27,-3.57,-0.20,0.22,0.01,-4.82,-0.27,54.25,0.54
139,空头出场,2022-11-17 05:02,✅移动止盈,1766.64,1,1768.27,1.63,0.09,1.74,0.10,0,0.00,55.88,0.56
139,空头进场,2022-11-17 04:02,①挂空,1768.27,1,1768.27,1.63,0.09,1.74,0.10,0,0.00,55.88,0.56
140,空头出场,2022-11-17 15:02,✅移动止盈,1762.12,1,1761.44,-0.68,-0.04,0.58,0.03,-0.68,-0.04,55.2,0.55
140,空头进场,2022-11-17 14:02,①挂空,1761.44,1,1761.44,-0.68,-0.04,0.58,0.03,-0.68,-0.04,55.2,0.55
141,多头出场,2022-11-21 03:02,❌止损,1744.63,1,1767.65,-23.02,-1.30,0.03,0.00,-23.02,-1.30,32.18,0.32
141,多头进场,2022-11-18 11:02,①挂多,1767.65,1,1767.65,-23.02,-1.30,0.03,0.00,-23.02,-1.30,32.18,0.32
142,空头出场,2022-11-21 19:02,✅移动止盈,1734.84,1,1736.18,1.34,0.08,3.63,0.21,-0.41,-0.02,33.52,0.34
142,空头进场,2022-11-21 18:02,①挂空,1736.18,1,1736.18,1.34,0.08,3.63,0.21,-0.41,-0.02,33.52,0.34
143,多头出场,2022-11-23 05:02,❌止损,1737.05,1,1745.72,-8.67,-0.50,4.08,0.23,-8.67,-0.50,24.85,0.25
143,多头进场,2022-11-22 11:02,①挂多,1745.72,1,1745.72,-8.67,-0.50,4.08,0.23,-8.67,-0.50,24.85,0.25
144,空头出场,2022-11-23 16:02,✅移动止盈,1736.19,1,1733.13,-3.06,-0.18,9.13,0.53,-3.06,-0.18,21.79,0.22
144,空头进场,2022-11-23 15:02,①挂空,1733.13,1,1733.13,-3.06,-0.18,9.13,0.53,-3.06,-0.18,21.79,0.22
145,多头出场,2022-11-25 09:02,✅移动止盈,1753.84,1,1745.76,8.08,0.46,15.4,0.88,0,0.00,29.87,0.30
145,多头进场,2022-11-23 20:02,①挂多,1745.76,1,1745.76,8.08,0.46,15.4,0.88,0,0.00,29.87,0.30
146,空头出场,2022-11-25 16:02,✅移动止盈,1748,1,1749.26,1.26,0.07,3.29,0.19,0,0.00,31.13,0.31
146,空头进场,2022-11-25 15:02,①挂空,1749.26,1,1749.26,1.26,0.07,3.29,0.19,0,0.00,31.13,0.31
147,多头出场,2022-11-28 11:02,✅移动止盈,1759.43,1,1754.45,4.98,0.28,8.41,0.48,-8.44,-0.48,36.11,0.36
147,多头进场,2022-11-25 19:02,①挂多,1754.45,1,1754.45,4.98,0.28,8.41,0.48,-8.44,-0.48,36.11,0.36
